ID,Title,Excerpt,Date,Tags,expost_source_url,dsq_thread_id,Author Username,Slug,Comment Status,Ping Status,Post Modified Date,Status
661,"Minding Bee: Time Tracking, Behavior Change, and the Birth of Beeminder",,2014-01-23,akrasia|bee-all|best-of|case studies|dog food|meta|productivity porn|quantified self|rationality|self-binding|tagtime|yellow brick road,http://padm.us/qs2013,2162037853,queenbee,qs2013,open,open,2015-04-07,publish
667,Beeminder &#x2665; Code School,,2014-02-11,bee-all|commitment devices|integrations|meta|new features|rails|trello|yellow brick road,http://padm.us/codeschool,2194530806,dreeves,codeschool,open,open,2018-07-02,publish
675,"Another Press Roundup Part Deux, Revisited: Return of the Beeminder Buzz Returns Again!",,2014-02-02,buzz|navel-gazing|press,http://padm.us/runnersworld,2208257892,erica,runnersworld,open,open,2014-09-04,publish
700,Beeminder: A User's Guide for New Bees,"How Beeminder works is you tell us your goal and we map out a Yellow Brick Road for you to stay on.
As long as you stay on the road you're safe, but if you fall off we'll charge you money! 
We give you seven goals to play around with at the beginning. 
These start at $0, so if you fall off once ",2014-02-22,bee-all|best-of|FAQ|meta|PSA|rationality|road dial|tips|yellow brick road,http://padm.us/newbees,2301744059,dreeves,newbees,open,open,2022-02-24,publish
708,Fat Cyclist Weight Loss Competition with Beeminder,,2014-03-05,,http://padm.us/fatty,2361880744,queenbee,fatty,open,open,2014-03-10,publish
716,Eat Your Vegetables,"With the <a href=""http://blog.beeminder.com/fatty"" title=""It's too late for you to get in on this (this time) but you should read about it anyway because it's super great: charity, trash talk, a prize!"">Fat Cyclist weight loss competition</a> underway, we're thinking about weight loss a lot. We've got some useful posts planned. In the meantime, we have Bethany hating on",2014-03-15,bee-all|food|tips|weight loss,http://padm.us/vegetables,2434448068,queenbee,vegetables,open,open,2014-03-15,publish
720,Bee's Guide To Beeminding Weight Loss,,2014-03-25,bee-all|case studies|fitness|food|tips|weight loss|yellow brick road,http://padm.us/bweight,2504060952,queenbee,weight,open,open,2014-03-25,publish
726,Get Things Done (Or Else!) With Beeminder and GTBee,,2014-04-03,akrasia|akrasia horizon|api|bee-all|case studies|commitment contracts|dog food|get everything done|gtbee|integrations|new features|productivity porn|rationality|self-binding|tips,http://padm.us/gtbee,2583920178,andrewpbrett,gtbee,open,open,2014-04-04,publish
731,Heartbleed and Other Epic Crashes of Ineptitude,,2014-04-14,bee-all|bugs|meta|navel-gazing|nerdery,http://padm.us/heartbleed,2610026197,dreeves,heartbleed,open,open,2014-10-29,publish
733,(Never)Minding Both Sides,,2014-04-24,bee-all|FAQ|navel-gazing|yellow brick road,http://padm.us/bothsides,2634838239,dreeves,bothsides,open,open,2020-12-30,publish
739,New Feature: Supporters,,2014-05-04,akrasia|bee-all|commitment contracts|FAQ|force majeure|new features|stickk|yellow brick road,http://padm.us/refereeminder,2659205410,dreeves,supporters,open,open,2014-05-04,publish
743,Beeminding Your Way Out of Your Comfort Zone,"Recently, I’ve been trying to get myself out of my comfort zone more often. I’ve been finding it… uncomfortable. One thing I’ve been trying to do is talk to strangers more frequently. I genuinely want to get better at this. I think it will make me more comfortable socially as well as being a valuable skill generally. But every time I",2014-05-14,akrasia|bee-all|case studies|guest posts|lifehacks|psychology|rationality|science|tips,http://padm.us/jess,2685300664,jess,comfortzone,open,open,2014-05-15,publish
746,Learning Ancient Egyptian in an Hour Per Week with Beeminder,,2014-05-22,api|bee-all|case studies|guest posts|language|rationality,http://padm.us/ericegyptian,2704176653,erickidd,hieroglyphs,open,open,2017-03-16,publish
755,Beating Beeminder Burnout,"Here&#8217;s a perennial topic on
<a href=""http://blog.beeminder.com/akratics"" title=""Blog post introducing this google group -- or just google it. If you're reading mouseovers on links of Beeminder blog posts then you probably want to join Akratics Anonymous! (I'm being serious; it's super nerdy and great.)"">Akratics Anonymous</a>:
How do you keep from feeling overwhelmed by all the myriad things things you&#8217;re beeminding? I'm going to repeat my advice buried in a previous blog post, which is actually to",2014-06-04,akrasia|bee-all|best-of|FAQ|productivity porn|psychology|rationality|tips,http://padm.us/burnout,2734684577,dreeves,burnout,open,open,2020-10-24,publish
762,Bethany's Maniac Week,,2014-06-07,bee-all|best-of|case studies|dog food|lifehacks|navel-gazing|productivity porn|rationality|tips|yellow brick road,http://padm.us/maniac,2743367335,queenbee,maniac,open,open,2015-04-07,publish
770,Clearing Up Confusion About Exponential Roads,,2014-06-28,navel-gazing,http://padm.us/exproad,2801426380,dreeves,exproad,open,open,2017-12-22,publish
773,Ringcycles Wins Fat Cyclist Weight Loss Contest!,,2014-07-07,bee-all|case studies|fat cyclist|fitness|money|weight loss,http://padm.us/fatcyclist,2824595917,dreeves,fatcyclist,open,open,2014-07-07,publish
775,How I Use Beeminder,"When I first introduce people to Beeminder, they either recoil in horror or they want to dive right in. But the easiest way to defeat a new system is to overload it [1], so if you read this blog post and then immediately create a bunch of goals, I’ve probably failed. There are two obvious ways to overload a system: volume and intensity. In Beeminder terms, volume is creating more goals than you’re able to keep current, and intensity is setting too aggressive a slope.
You might <i>want</i> to lose",2014-07-18,akrasia|bee-all|case studies|dog food|mark forster|productivity porn|rationality|tips|weight loss,http://padm.us/howeyeuse,2853033368,pjh,philip,open,open,2015-01-10,publish
779,The Type Bee Personality,"People often ask, sometimes incredulously, what kind of person uses Beeminder. We’ve found that the following personality traits are required: 1. Akratic (obviously), 2. Ambitious/motivated (ironically), 3. Self-aware (knowing the limits of one’s motivation), 4. High-integrity (to not spoil the whole point by",2014-07-29,akrasia|bee-all|best-of|FAQ|navel-gazing|psychology|rationality|science,http:/padm.us/typebee,2881449743,dreeves,typebee,open,open,2017-10-25,publish
781,Birds and The Bees: Beeminder Has Twitter Integration,,2014-08-05,api|bee-all|integrations|new features|twitter,http://padm.us/twitter,2902122801,chrisgoodman,twitter,open,open,2014-08-12,publish
787,Don't Be a Smarmbot,,2014-08-25,bee-all|best-of|meta|navel-gazing|nerdery|startups|tips,http://padm.us/smarmbot,2956697609,dreeves,smarmbot,open,open,2015-04-07,publish
789,Press Roundup 5,,2014-09-04,bee-all|buzz|case studies|meta|navel-gazing|press,http://padm.us/buzz5,2986712378,dreeves,buzz5,open,open,2019-02-22,publish
795,What To Mind: Picking a Metric,,2014-09-14,akrasia|bee-all|best-of|commitment contracts|competition|FAQ|productivity porn|quantified self|rationality|stickk|tips,http://padm.us/whattomind,3016182861,dreeves,whattomind,open,open,2018-08-30,publish
805,New Feature: Pledge Caps,,2014-09-24,akrasia|bee-all|FAQ|money|new features,http://padm.us/pledgecaps,3048354910,dreeves,pledgecaps,open,open,2021-01-15,publish
810,Freebees: Not Actually Free,,2014-10-04,akrasia|bee-all|FAQ|money|navel-gazing|new features,http://padm.us/freebees,3081586112,dreeves,freebees,open,open,2016-03-25,publish
811,New Discourse Forum!,,2014-10-15,akrasia|bee-all|dog food|FAQ|meta|navel-gazing|nerdery|new features|science|tips,http://padm.us/discourse,3118326492,dreeves,discourse,open,open,2015-04-16,publish
814,Beeminder &#x2665; HabitRPG,"<a href=""http://habitrpg.com"" title=""RPG is for role-playing game and if you didn't know that I'm not sure what you're doing here"">HabitRPG</a>
  and 
  <a href=""https://www.beeminder.com"" title=""Beeminder is reminders with a sting and if you didn't know that, well, you probably came here from HabitRPG -- welcome!"">Beeminder</a>
  have a remarkably similar history and remarkably similar users.
  We consider this a match made in heaven.
  In fact, we and the HabitRPG folks have been talking about this for literally years now, 
  so we&#8217;re very excited to finally be shipping it, thanks to the hacking skills of our own 
  <a href=""http://github.com/alice0meta"" title=""You can also see Alice on our bios page"">Alice Monday</a>, 
  and with assistance from
  <a href=""http://oldgods.net/alys/"" title=""Alys's homepage"">Alice Harris</a>.
  As a welcome to HabitRPG users new to Beeminder, we&#8217;re starting with a",2014-10-25,akrasia|bee-all|integrations|nerdery|new features|productivity porn|rationality|startups,http://padm.us/habitrpg,3150627614,dreeves,habitrpg,open,open,2019-12-01,publish
816,New Feature and Veritable Paradigm Shift: Arbitrary Deadlines,,2014-10-28,akrasia|akrasia horizon|bee-all|dog food|FAQ|new features|rationality|self-binding|yellow brick road,http://padm.us/arbdead,3157385028,dreeves,deadlines,open,open,2021-05-12,publish
818,Beeminder Turns Three!,,2014-10-28,akrasia|bee-all|dog food|meta|money|navel-gazing|quantified self|rationality|yellow brick road,http://padm.us/three,3166860819,queenbee,three,open,open,2015-09-15,publish
829,Code and Catholicism: Beeminding Praying and Integrating Beeminder on iOS,,2014-12-11,api|bee-all|case studies|guest posts|integrations|nerdery|religion,http://padm.us/rosary,3233478439,pedro,rosary,open,open,2014-12-11,publish
830,Beeminder &#x2665; Zapier: Hundreds of New Integrations in One,"We&#8217;re beaming with pride at being the latest official Zapier integration. See also <a href=""https://zapier.com/zapbook/updates/380/track-your-goals-hundreds-apps-beeminder/"" title=""Zapier's blog post: 'Track Your Goals From Hundreds of Apps with Beeminder'"">Zapier&#8217;s announcement</a>. This is arguably our biggest announcement since the <a href=""http://blog.beeminder.com/api"" title=""Blog post announcing our API and listing many examples of mashups people have built with it, some of which are now moot thanks to Zapier"">Beeminder API</a> two years ago. In case you don&#8217;t already know about <a href=""http://zapier.com"" title=""Quoting Zapier's CEO: it gives you superpowers to get stuff done on the internet, which basically means you can connect all sorts of different apps"">Zapier</a>, it&#8217;s a more",2014-11-19,bee-all|buzz|case studies|FAQ|integrations|nerdery|new features|rationality|tips,http://padm.us/zapier,3240177917,dreeves,zapier,open,open,2018-02-13,publish
837,1000 Days of Fruits and Vegetables,"Do you have trouble eating an appropriate amount of vegetables? Do you repeatedly buy them, then watch them wither and decay, feeling guilty about the waste of money and the impact on your health? Do you find healthy eating to be overwhelmingly complicated? I was like that for years. But for exactly one thousand days today, I have",2014-11-28,akrasia|bee-all|case studies|fitness|food|guest posts|rationality|yellow brick road,http://padm.us/veggieminding,3270540396,alys,veggieminding,open,open,2015-03-30,publish
842,Beeminding Rituals,"There’s something a little weird for me, intuitively, about beeminding parts of my spiritual life. After all, in Romans 12:19, it is written “Vengeance <i>is</i> mine; I will repay, saith the Lord.” So, if I turn to Beeminder to",2014-12-04,akrasia|bee-all|case studies|commitment devices|guest posts|rationality|religion,http://padm.us/rituals,3290012446,leah,rituals,open,open,2014-12-04,publish
848,Beeminder ♥ Sleep as Android,,2014-12-31,akrasia|bee-all|FAQ|integrations|nerdery|new features|quantified self|startups|yellow brick road,http://padm.us/sleep,3341381669,queenbee,sleep,open,open,2015-01-09,publish
860,Tocks,,2015-01-14,akrasia|bee-all|case studies|commitment devices|lifehacks|nerdery|productivity porn|rationality|tagtime|tips,http://padm.us/tock,3418896580,queenbee,tocks,open,open,2015-04-18,publish
863,Pomodoro Poker,"Last week Bee talked about
<a href=""http://blog.beeminder.com/tocks"" title=""It was a last minute decision to split that post into two parts. We were sure we were going to post part two the next day. But you'll never guess what happened. Or didn't happen. Beeminder didn't MAKE us do that. So of course we procrastinated for a week. We're finally scrambling to do it today so we can write today's emergency beemail about it..."">Tocks</a>.
That&#8217;s our neologism for 45-minute pomodoros, as well as our characteristically over-engineered system for minding them.
She listed some gamification-y tips for effective tocking and assured everyone that all our other ideas involved money.
That of course included beeminding 
<a href=""http://blog.beeminder.com/tocks"" title=""We're just going to link every mention of 'tocks' to that blog post from now on. Though maybe twice is enough in this post."">tocks</a>, 
as discussed last time, and certainly includes",2015-01-20,akrasia|bee-all|case studies|lifehacks|money|nerdery|productivity porn|rationality|tips,http://padm.us/pomopoker,3439486823,dreeves,pomopoker,open,open,2015-01-20,publish
866,Bucketminding,,2015-02-03,akrasia|bee-all|case studies|self-binding|tips|yellow brick road,http://padm.us/bucketminding,3481417508,dreeves,bucket,open,open,2016-01-01,publish
870,Beeminder ♥ Epson,,2015-02-06,bee-all|fitness|integrations|quantified self|weight loss,http://padm.us/epson,3490281026,dreeves,epson,open,open,2015-02-06,publish
876,"Triangular Beeminding; Or, Drink Less, Using the Power of Triangles","One of my vices is that I drink a bit too much. Not to the level where I have a problem, but it would be strictly better if I cut out about 2 or 3 of the drinks I have in a typical week. This seems like an obvious use case for Beeminder. I’ve previously beeminded units of alcohol consumption and concluded that, measured as a total number of units per week, I’m completely",2015-02-27,akrasia|bee-all|case studies|guest posts|lifehacks|nerdery|new features|quantified self|rationality|self-binding|tips,http://padm.us/triangle,3552707850,drmaciver,triangle,open,open,2015-04-01,publish
879,Beeminder &#x2665; Garmin,,2015-03-10,bee-all|dog food|fitness|integrations|new features|quantified self|weight loss,http://padm.us/garmin,3579501630,queenbee,garmin,open,open,2022-12-21,publish
884,Case Study: Beemind Going Beyond Your Usual Routine,"Hello, I’m Tadeusz — tkadlubo on Beeminder and elsewhere. I’m a fairly regular middle class nerd. Early 30s. An engineering job in some corporate niche. A family. By many metrics I’m doing well: I’m basically healthy, I make a good living, I’m lucky enough to live in politically stable times (by Central European standards), and I face no immediate crises in my life. You can say all is well — or, depending on your perspective, that I’m coasting, and I’m ready to",2015-03-30,akrasia|bee-all|case studies|guest posts|productivity porn|rationality,http://padm.us/beeyond,3609912690,tkadlubo,beeyond,open,open,2015-03-30,publish
886,Should You Beemind The Moving Average?,,2015-03-20,akrasia|bee-all|FAQ|fitness|navel-gazing|nerdery|rationality|tips|weight loss|yellow brick road,http://padm.us/movingav,3611507355,dreeves,movingav,open,open,2015-03-30,publish
890,Monkeys Are Afraid of Bees,,2015-04-09,akrasia|bee-all|best-of|guest posts|productivity porn|psychology|rationality,http://padm.us/essy,3637117013,chipmanaged,fearofbees,open,open,2019-04-12,publish
898,Dealing with Beemergencies in an Emergency,"I recently had a highly disruptive event in my life. Overnight my priorities rapidly changed, and not all of my Beeminder goals made sense anymore. This is the story of how I dealt with my commitments during a period of stress. When real life changes suddenly, you deal with it. Your beemergency days are no longer relevant. When the first derailment happened, I",2015-04-19,akrasia|bee-all|best-of|case studies|FAQ|force majeure|productivity porn|tips,http://padm.us/aftermath,3694177558,pjh,crisis,open,open,2019-06-05,publish
904,If This MIND That: Beeminder ♥ IFTTT,,2015-05-08,bee-all|buzz|case studies|FAQ|integrations|meta|new features|quantified self|rationality,http://padm.us/ifttt,3710245339,queenbee,ifttt,open,open,2015-05-08,publish
909,GmailZero: Not Just For Your Inbox Anymore,,2015-04-29,bee-all|case studies|email|FAQ|integrations|new features|productivity porn,http://padm.us/gmailzero2,3721927984,queenbee,gmailzeroer,open,open,2021-01-15,publish
918,Smoking Sticks and Carrots,,2015-05-20,akrasia|bee-all|best-of|commitment contracts|commitment devices|economics|FAQ|money|rationality|science|smoking,http://padm.us/smoking,3779397932,dreeves,smoking,open,open,2015-05-22,publish
920,Misfit and Bee-fit: Beeminder &#x2665; Misfit,"Another official integration: <a href=""http://misfit.com"" title=""Misfit makes the Shine, Flash, and other products. But the Shine and Flash activity trackers are the relevant ones here."">Misfit</a>!
Look at us, all <a href=""https://build.misfit.com/partners"" title=""They were even so nice as to move us up to the top of the gallery for this launch!"">featured in their gallery</a>  and everything! This is an especially exciting integration for us personally -- our esteemed CEO has been wearing his Misfit Shine literally 24/7 for a year and a half now.  As a welcome to Misfit users new to Beeminder, we'll start with a recap of what Beeminder is all about.  For the full story, 
<a href=""http://blog.beeminder.com/akrasia"" title=""Our inaugural blog post 'How To Do What You Want: Akrasia and Self-Binding'"">start at the very beginning</a>. If you're just eager",2015-05-29,fitness|integrations|new features|quantified self|self-binding,http://padm.us/misfit,3796628539,queenbee,misfit,open,open,2022-04-27,publish
924,Beeminder &#x2665; Skritter,"Another integration, hot off the presses:  <a href=""http://www.skritter.com/"" title=""We should obviously link you to Skritter"">Skritter</a>! There is a funny back story with this one. Last winter our charmingly optimistic CEO, imagining we could have this integration done &#8220;like in a month&#8221;, got slightly telephone-gamed into committing to launch it in January. When we noticed what we&#8217;d gotten ourselves into we offered a",2015-06-09,akrasia|bee-all|integrations|new features|rationality|startups,http://padm.us/skritter,3816626615,queenbee,skritter,open,open,2018-05-24,publish
930,Quantified Self 2015 and Bay Area Beeminder Meetup,,2015-06-18,meetup|navel-gazing|PSA|quantified self,http://padm.us/meetup,3859580155,dreeves,qs15,open,open,2015-06-20,publish
937,"The Seinfeld Hack; or, Don't Break The Chain",,2015-06-29,akrasia|bee-all|best-of|FAQ|lifehacks|productivity porn|rationality|seinfeld|self-binding|soup nazi|tips|yellow brick road,http://padm.us/seinfeld,3888520109,dreeves,seinfeld,open,open,2018-04-27,publish
941,Cranial Silicosis and Paths of Least Resistance,,2015-07-16,akrasia|bee-all|commitment contracts|competition|navel-gazing|nerdery|psychology|road dial|yellow brick road,http://padm.us/nudge,3939779338,dreeves,nudge,open,open,2015-07-19,publish
946,Weasel Heart-To-Heart,,2015-07-27,akrasia|bee-all|best-of|case studies|dog food|meta|navel-gazing|tips,http://padm.us/chelsea,3975598641,chelsea,chelsea,open,open,2015-07-28,publish
950,Nine Greens,,2015-08-07,akrasia|bee-all|best-of|case studies|guest posts|lifehacks|quantified self|tips,http://padm.us/mirabai,4004097053,mirabai,mirabai,open,open,2020-10-27,publish
953,Trusting Your Divided Self,,2015-08-19,akrasia|bee-all|commitment contracts|dog food|rationality|self-binding,http://padm.us/trust,4046614433,pjh,trust,open,open,2015-09-22,publish
957,"I Resolve Not To Resolve; Or, The Anti-Resolution Resolution",,2015-08-29,akrasia|bee-all|best-of|rationality|resolutions|tips,http://padm.us/should,4077905328,dreeves,should,open,open,2018-01-01,publish
968,Bee on Extreme Productivity (QS 2015),,2015-09-08,bee-all|commitment devices|dog food|productivity porn|quantified self|rationality|self-binding|tips,http://padm.us/QSGlobal2015,4109221040,queenbee,qs2015,open,open,2015-09-08,publish
972,Press Roundup: A Year of Buzz,,2015-09-18,bee-all|buzz|case studies|meta|navel-gazing|press,http://padm.us/buzzyear,4139252806,dreeves,buzzyear,open,open,2019-02-22,publish
976,Revamped Reminders,,2015-10-01,akrasia|bee-all|dog food|FAQ|meta|new features,http://padm.us/remrev,4183338810,queenbee,reminders,open,open,2019-12-01,publish
980,Chasing Waterfalls,,2015-10-12,akrasia|bee-all|case studies|meta|productivity porn|PSA|rationality|tips,http://padm.us/waterfalls,4217284368,dreeves,waterfalls,open,open,2015-10-12,publish
983,"Hard-Committing To Do Something ""Soon""",,2015-10-22,akrasia|bee-all|dog food|rationality|self-binding|tips,http://padm.us/hardsoon,4248690396,queenbee,hardsoon,open,open,2015-10-27,publish
990,Fourth Anniversary of Beeminder,,2015-10-29,akrasia|bee-all|case studies|dog food|meta|navel-gazing|self-binding,http://padm.us/four,4270448525,queenbee,four,open,open,2015-10-29,publish
995,Hard Commitments & Soft Commitments: Beeminder ♥ Complice,,2015-11-10,akrasia|bee-all|case studies|commitment devices|guest posts|integrations|productivity porn|quantified self|rationality|startups,http://padm.us/complice,4305766645,mocean,complice,open,open,2016-06-20,publish
1016,Beeminder's Youngest User,,2015-11-21,akrasia|bee-all|best-of|case studies|guest posts|kids,http://padm.us/faireminder,4338112496,faire,faire,open,open,2015-11-24,publish
1026,test post,,1970-01-01,,,,queenbee,,open,open,2015-11-21,draft
1040,"Cyber Monday: <s>OK, Fine</s> Never Again",,2015-12-01,bee-all|money|navel-gazing|snark,http://padm.us/cybermonday,4365141786,dreeves,cybermonday,open,open,2021-11-22,publish
1045,Systems Not Goals,,2015-12-11,akrasia|bee-all|best-of|FAQ|meta|navel-gazing|productivity porn|rationality,http://padm.us/systems,4394863909,dreeves,systems,open,open,2020-08-15,publish
1049,Buzzy Buzz Buzz: Discover Magazine Edition,,2015-12-22,buzz|meta|navel-gazing|press|rationality,http://padm.us/buzz7,4424828823,queenbee,buzz7,open,open,2015-12-26,publish
1059,Bee Your Best Self in 2016 with Habitica,,2016-01-12,bee-all|buzz|competition|guest posts|integrations|nerdery|open source|rationality|startups,http://padm.us/habitica,4485358300,lemoness,habitica,open,open,2016-01-12,publish
1065,Frictionless Tracking with Beeminder Autodata (QS 2015),,2016-01-23,bee-all|dog food|quantified self|rationality|startups|tips,http://padm.us/frictionless,4517173302,dreeves,frictionless,open,open,2016-01-23,publish
1069,Post New Year's Press Roundup,,2016-02-05,akrasia|bee-all|buzz|case studies|navel-gazing|rationality,http://padm.us/buzz8,4554053983,dreeves,buzz8,open,open,2016-02-05,publish
1073,Revealed Preference,,2016-02-15,akrasia|bee-all|best-of|commitment devices|economics|navel-gazing|nerdery|rationality,http://padm.us/revealedprefs,4581124477,dreeves,revealed,open,open,2019-04-05,publish
1078,"MongoMapper to Mongoid; Or, Breaking All The Things",,2016-02-25,bee-all|bugs|dog food|navel-gazing|nerdery,http://padm.us/mongoid,4610202494,dreeves,mongoid,open,open,2016-02-25,publish
1082,Ego Depletion Depletion,,2016-03-09,akrasia|bee-all|best-of|economics|get everything done|mark forster|psychology|rationality|science|self-binding,http://padm.us/egodepletion,4647568974,dreeves,ego,open,open,2019-04-05,publish
1090,What Is Willpower?,,2016-03-21,akrasia|bee-all|get everything done|mark forster|psychology|rationality|science|self-binding,http://padm.us/willpower,4680090727,dreeves,willpower,open,open,2021-03-26,publish
1092,"Death To Freebees; Or, Freebees Für Alles",,2016-04-02,akrasia|bee-all|FAQ|meta|money|navel-gazing|new features,http://padm.us/deathtofreebees,4713730495,dreeves,deathtofreebees,open,open,2016-09-01,publish
1095,How Do You Get A Ton Of Likes On Instagram Ig-Up.com,,1970-01-01,,,,melza,,open,open,2016-04-08,pending
1099,Walking On Custard,,2016-04-14,akrasia|bee-all|best-of|case studies|guest posts|lifehacks|psychology|rationality,http://padm.us/custard,4745822246,enhughesiasm,custard,open,open,2019-04-05,publish
1106,16 Obscure Beeminder Features,,2016-04-26,akrasia horizon|bee-all|best-of|FAQ|meta|nerdery|tips|yellow brick road,http://padm.us/obscure,4778066260,dreeves,obscure,open,open,2020-08-26,publish
1112,What It Means To Give Beeminder Your Credit Card,,2016-05-09,bee-all|best-of|FAQ|money|navel-gazing|newbees,http://padm.us/safe,4811967309,dreeves,creditcard,open,open,2019-04-05,publish
1115,"Honeymoons, True Love, and Yet More Buzz",,2016-05-24,bee-all|buzz|case studies|math|navel-gazing|rationality,http://padm.us/buzz9,4853641398,dreeves,buzz9,open,open,2016-06-16,publish
1121,New Premium Feature: Weekends Off,,2016-05-28,bee-all|FAQ|new features|scheduling|time,http://padm.us/weekendsoff,4863348266,queenbee,weekends,open,open,2016-06-25,publish
1127,New Premium Feature: Rudimentary Road Editor,,2016-06-17,akrasia|bee-all|case studies|FAQ|new features|road dial|yellow brick road,http://padm.us/road,4917652017,dreeves,road,open,open,2016-06-17,publish
1133,Beeminder and Complice Make It Official,,2016-06-29,bee-all|dog food|integrations|new features|productivity porn|rationality|startups,http://padm.us/beemplice,4947695929,dreeves,beemplice,open,open,2016-06-29,publish
1145,Beemind Arbitrary Tasks Automatically with Complice,,2016-07-11,bee-all|best-of|case studies|integrations|nerdery|new features|productivity porn|rationality|startups,http://padm.us/beemarb,4976150544,mocean,arbeetrary,open,open,2019-04-05,publish
1162,The Cockroach Principle,,2016-07-24,bayes|bee-all|best-of|case studies|rationality|startups|tips,http://padm.us/cockroach,5010206842,dreeves,cockroach,open,open,2020-10-18,publish
1164,Announcing the Infinibee Plan and Other Premium Changes,,2016-08-09,bee-all|meta|navel-gazing|new features|premium,http://padm.us/kibeemium,5033342743,dreeves,infinibee,open,open,2021-11-26,publish
1171,Team Black vs Team Yellow: The Two Styles of Beeminding,,2016-08-25,akrasia|bee-all|best-of|case studies|guest posts|newbees|productivity porn|psychology|quantified self|rationality|tips|yellow brick road,http://padm.us/modal-beeminder,5093499766,olimay,olimay,open,open,2019-04-05,publish
1179,Newbee Corner: What Happens When I 'Derail'?,,2016-09-10,bee-all|best-of|FAQ|newbees|yellow brick road,http://padm.us/derail,5133612718,queenbee,derail,open,open,2019-04-05,publish
1180,"Introducing Lillian Karabaic, Minister of the Exterior",,2016-09-28,bee-all|case studies|economics|nerdery|quantified self,http://padm.us/anomalily,5176773268,anomalily,anomalily,open,open,2016-09-28,publish
1188,Unveiling the Big Beeminder Redesign of 2016,,2016-10-14,bee-all|dog food|navel-gazing|nerdery|new features|yellow brick road,http://padm.us/beeta,5222630447,dreeves,redesign,open,open,2016-10-14,publish
1193,New Official URLminder Integration,,2016-11-02,bee-all|FAQ|integrations|new features|PSA,http://padm.us/urlminder,5271989126,queenbee,urlminder,open,open,2016-11-02,publish
1197,Beehind the Scenes of the Beeminder Redesign,,2016-11-09,bee-all|design|guest posts|meta|navel-gazing,http://padm.us/josh,5290310028,josh,josh,open,open,2016-11-10,publish
1225,Fifth Anniversary of Beeminder,,2016-11-18,akrasia|bee-all|dog food|meta|money|navel-gazing|startups,http://padm.us/five,5313562229,queenbee,five,open,open,2016-11-18,publish
1229,The Shirk & Turk Principle,,2016-12-06,bee-all|best-of|case studies|lifehacks|navel-gazing|nerdery|rationality|startups|tips,http://padm.us/shirknturk,5359062449,dreeves,shirknturk,open,open,2021-12-01,publish
1233,Beemind Easy Things,,2016-12-22,bee-all|best-of|case studies|fitness|PSA|resolutions|tips|weight loss,http://padm.us/hardthings,5401027565,chelsea,easythings,open,open,2018-01-02,publish
1284,Beeminder ♥ Todoist,,2017-01-06,bee-all|get everything done|integrations|new features|productivity porn,https://padm.us/todoist,5438666674,anomalily,todoist,open,open,2017-01-07,publish
1290,Press Roundup to Trump All Press Roundups,,2017-01-25,bee-all|buzz|case studies|navel-gazing,http://padm.us/buzz10,5491078604,anomalily,buzz10,open,open,2019-03-13,publish
1294,Newbee Corner: What Happens When I Email Support?,,2017-02-10,bee-all|FAQ|newbees|tips,http://padm.us/support,5538781486,chelsea,support,open,open,2017-02-10,publish
1313,Our Label Ontology For Issue Tracking,,2017-03-01,bee-all|bugs|meta|navel-gazing|nerdery|startups|trello,http://padm.us/buglabels,5582411058,dreeves,buglabels,open,open,2019-02-20,publish
1336,Learning a Language with Beeminder,,2017-03-16,akrasia|bee-all|case studies|guest posts|language,http://padm.us/arabic,5638537884,strickvl,language,open,open,2017-03-16,publish
1356,"Newbee Corner: Beemind Your Writing (By Word Count, Automatically)",,2017-04-04,bee-all|best-of|FAQ|integrations|new features|rationality|writing,http://padm.us/write,5694476728,dreeves,write,open,open,2020-07-01,publish
1358,Third-Party App Developers Rejoice: No More Polling For Autodata,,2017-04-20,bee-all|integrations|nerdery|new features|startups,http://padm.us/autofetch,5743244510,queenbee,autofetch,open,open,2017-04-20,publish
1365,Maniac Mayhem: Commit To a Month of Making Things Every Morning,,2017-05-03,bee-all|best-of|commitment devices|productivity porn|quantified self|rationality,http://padm.us/mayhem,5780900782,anomalily,mayhem,open,open,2019-04-05,publish
1367,"iOS Updates: Apple Health, Today Widget, and GTBee",,2017-05-23,bee-all|fitness|integrations|productivity porn|PSA,http://padm.us/applehealth,5832516290,andrewpbrett,apple,open,open,2018-06-11,publish
1374,The Bee Team Goes To Amsterdam,,2017-06-10,meetup|navel-gazing|PSA|quantified self,https://padm.us/bamsterdam,5896948969,queenbee,amsterdam,open,open,2017-10-19,publish
1378,Announcement: Beeminder Adds PayPal as a Payment Option,,2017-07-06,bee-all|FAQ|new features,http://padm.us/paypal,5967459059,dreeves,paypal,open,open,2017-07-06,publish
1382,Beeminder: Like Pact Except All We Do Is Take Your Money,,2017-07-22,adverse selection|bee-all|competition|economics|startups,http://padm.us/pact,5995900374,dreeves,pact,open,open,2022-09-12,publish
1386,"The ""I Will"" System",,2017-08-09,akrasia|bee-all|best-of|case studies|commitment devices|dog food|lifehacks|meta|productivity porn|psychology|rationality|self-binding|tips,http://padm.us/will,6052695964,dreeves,will,open,open,2019-04-05,publish
1389,Press Roundup: 99 More Things The Internet Has Said About Beeminder,,2017-08-25,akrasia|bee-all|buzz|case studies|navel-gazing,http://padm.us/buzz11,6094837559,dreeves,buzz11,open,open,2019-03-13,publish
